ind,"('GE', 'has_price')","('GE', 'has_nearby_price')","('Weg', 'has_price')","('Weg', 'has_nearby_price')"
7198,False,False,False,False
7200,False,False,False,False
7207,False,False,False,False
7210,False,False,False,False
7213,False,False,True,True
7217,False,False,False,False
7219,False,False,True,True
7224,True,False,True,False
7226,False,False,False,False
7229,False,False,False,False
7237,False,False,False,False
7245,False,False,False,False
7247,True,False,True,False
7250,True,True,True,True
7251,True,True,True,True
7255,False,False,False,False
7258,False,False,False,False
7263,False,False,False,False
7270,False,False,False,False
7281,True,True,True,True
7289,False,False,False,False
7292,False,False,False,False
7321,False,False,False,False
7328,False,False,False,False
7330,False,False,False,False
7332,False,False,False,False
7339,False,False,False,False
7341,False,False,False,False
7344,False,False,False,False
7348,False,False,False,False
7355,False,False,False,False
7367,False,False,False,False
7373,False,True,False,True
7379,False,False,True,False
7384,True,False,True,True
7386,False,False,False,False
7387,False,False,False,False
7388,False,False,False,False
7391,False,False,False,False
7392,False,False,False,False
7398,False,False,False,False
7399,False,False,False,False
7414,False,False,False,False
7424,False,False,False,False
7428,False,False,False,False
7443,False,False,False,False
7444,False,False,False,False
7459,False,False,False,False
7461,False,False,False,False
7462,True,False,True,True
7466,False,False,False,False
7471,False,False,False,False
7475,False,False,True,False
7479,True,True,True,True
7483,False,False,False,False
7485,False,False,False,False
7489,False,False,False,False
7497,True,True,True,True
7511,False,False,False,False
7525,False,False,False,False
7535,False,False,False,False
7536,False,False,False,False
7537,False,False,True,True
7539,False,False,False,False
7540,False,False,False,False
7542,False,False,False,False
7556,False,False,False,False
7557,False,False,False,False
7560,False,False,False,False
7563,True,False,True,False
7568,False,False,False,False
7577,False,False,False,False
7586,False,False,False,False
7588,False,False,True,True
7591,False,False,False,False
7596,True,False,True,False
7600,False,False,False,False
7601,False,False,False,False
7603,False,False,False,False
7608,False,False,False,False
7617,False,False,False,False
7619,True,False,True,False
7620,False,False,False,False
7624,False,False,False,False
7626,False,False,False,False
7628,False,False,False,False
7633,False,False,False,False
7638,False,False,False,False
7639,False,False,False,False
7641,False,False,False,False
7642,False,False,False,False
7643,False,False,False,False
7646,False,False,False,False
7648,False,False,False,False
7660,False,False,True,False
7671,False,False,False,False
7674,False,False,False,False
7679,False,False,False,False
7684,False,False,False,False
7685,False,False,False,False
7693,False,False,False,False
7702,True,True,True,True
7706,False,False,False,False
7719,False,False,False,False
7723,False,False,False,False
7726,False,False,False,True
7728,False,False,True,False
7731,False,False,False,False
7734,False,False,False,False
7736,False,False,False,False
7742,False,False,False,False
7744,False,False,False,False
7748,False,False,False,False
7755,False,False,False,False
7757,False,False,False,False
7759,True,False,True,False
7760,False,False,False,False
7774,False,False,False,False
7779,False,False,False,False
7780,False,False,False,False
7782,False,False,False,False
7785,False,False,False,False
7792,False,False,False,False
7794,False,False,False,False
7798,False,False,False,False
7799,True,True,True,True
7817,True,False,True,False
7836,False,False,False,False
7850,False,False,False,False
7852,False,False,False,False
7857,False,False,False,False
7864,False,False,False,False
7867,False,False,True,False
7872,False,False,False,False
7875,False,False,True,False
7876,False,False,False,False
7883,False,False,False,False
7884,True,False,True,False
7885,False,False,False,False
7892,False,False,False,False
7896,True,True,True,True
7898,False,False,False,False
7904,False,True,False,True
7908,False,False,False,False
7911,False,False,False,False
7918,False,False,False,False
7920,False,False,False,False
7931,False,False,False,False
7955,False,False,False,False
7956,False,False,False,False
7959,False,False,False,False
7965,False,False,False,False
7967,False,False,False,False
7968,False,False,True,True
7970,False,False,False,False
7972,False,False,False,False
7975,False,False,True,False
7987,False,False,False,False
7994,False,False,False,False
7996,False,False,False,False
7999,False,False,False,False
8003,True,False,True,True
8005,False,False,False,False
8035,False,False,False,False
8038,False,False,False,False
8045,False,False,False,False
8055,False,False,False,False
8057,False,False,False,False
8062,False,False,False,False
8063,False,False,True,False
8078,False,False,False,False
8079,True,True,True,True
8087,False,False,True,True
8089,True,False,True,False
8091,False,True,False,True
8099,False,False,False,False
8103,False,False,True,False
8104,False,False,True,True
8106,True,True,True,True
8107,False,False,False,False
8108,False,False,False,False
8111,False,False,False,False
8113,True,True,True,True
8117,False,True,False,True
8121,False,False,True,True
8135,True,True,True,True
8140,False,False,False,False
8142,False,False,False,False
8162,False,False,False,False
8163,False,False,False,False
8166,False,False,False,False
8167,False,False,False,False
8169,False,False,False,False
8170,False,False,False,False
8175,False,False,True,False
8179,False,False,False,False
8184,False,False,False,False
8185,False,False,False,False
8188,False,False,False,False
8200,False,True,True,True
8211,False,False,False,False
8218,False,False,False,False
8221,False,False,False,False
8224,False,False,False,False
8230,False,True,False,True
8238,False,False,False,False
8243,False,False,False,False
8248,False,False,True,True
8251,False,False,False,False
8258,False,False,False,False
8259,False,True,False,True
8260,False,False,False,False
8266,False,False,False,False
8275,False,True,True,True
8277,False,False,False,False
8279,False,False,False,False
8289,False,False,False,False
8291,False,False,False,False
8294,False,False,True,True
8296,False,False,False,False
8298,False,False,False,False
8303,False,False,False,False
8305,False,False,False,False
8306,True,True,True,True
8308,False,False,False,False
8315,False,False,False,False
8321,False,False,False,False
8322,False,False,False,False
8327,False,False,False,False
8334,False,False,False,False
8335,False,False,False,False
8338,True,False,True,False
8349,False,False,False,False
8354,False,False,False,False
8356,False,False,False,False
8360,False,False,False,False
8362,False,False,False,False
8373,False,False,False,False
8379,False,False,False,False
8382,False,False,False,False
8387,False,False,False,False
8393,True,True,True,True
8397,False,False,False,False
8400,True,True,True,True
8404,False,False,False,False
8417,False,False,False,False
8422,False,False,False,False
8423,False,False,True,False
8428,False,False,False,False
8433,False,False,False,False
8439,False,False,False,False
8444,False,False,False,False
8448,False,False,False,False
8463,False,False,False,False
8472,False,False,False,False
8480,False,False,False,False
8483,False,False,False,False
8486,False,False,False,False
8489,False,False,False,False
8490,True,False,True,True
8522,False,False,False,False
8532,False,False,False,False
8533,False,False,False,False
8544,False,False,False,False
8546,False,False,True,False
8547,False,False,False,False
8552,False,False,False,False
8559,False,False,False,False
8570,False,False,False,False
8590,False,False,False,False
8591,False,False,False,False
8597,False,False,False,False
8598,False,False,False,False
8605,False,False,False,False
8614,False,False,False,False
8615,False,False,False,False
8621,False,True,False,True
8625,False,False,False,False
8627,True,False,True,False
8629,False,False,True,True
8642,False,False,False,False
8646,False,False,False,False
8654,False,False,False,False
8658,False,False,False,False
8663,False,False,False,False
8666,False,True,True,True
8683,True,False,True,False
8687,False,False,False,True
8692,True,False,True,False
8702,False,False,False,False
8703,False,False,False,False
8713,False,False,False,False
8714,False,False,False,False
8724,False,False,False,False
8730,False,False,False,False
8752,False,False,False,False
8754,True,True,True,True
8772,False,False,False,False
8784,False,False,False,False
8786,False,False,False,False
8787,False,False,False,False
8794,False,False,False,False
8802,False,False,False,False
8807,False,False,False,False
8810,True,True,True,True
8814,False,False,False,False
8819,False,False,False,False
8832,False,False,False,False
8846,False,False,False,False
8849,True,False,True,True
8860,False,False,False,False
8862,False,False,False,False
8871,False,False,False,False
8874,False,False,False,False
8885,False,True,False,True
8887,False,False,False,False
8889,False,False,False,False
8892,False,False,False,False
8893,False,False,False,False
8909,False,False,False,False
8916,False,False,False,False
8917,False,False,False,False
8919,False,False,False,False
8923,False,False,False,False
8931,False,False,False,False
8935,False,False,False,False
8939,True,False,True,False
8949,False,False,False,False
8960,False,False,False,False
8970,False,False,False,False
8983,False,False,False,False
8985,False,False,False,False
8989,False,False,False,False
9004,True,True,True,True
9009,True,False,True,False
9010,False,False,True,False
9017,False,False,False,False
9028,False,False,False,False
9030,True,True,True,True
9034,True,False,True,False
9036,False,False,True,True
9040,True,False,True,False
9042,False,False,False,False
9044,False,False,False,False
9055,False,False,False,False
9068,False,False,False,False
9073,False,False,False,False
9074,False,True,False,True
9076,False,False,True,False
9077,False,False,False,False
9085,False,False,False,False
9088,False,False,False,False
9090,False,False,False,False
9091,False,False,False,False
9103,True,True,True,True
9115,False,False,False,False
9121,False,False,True,True
9129,False,False,True,False
9135,True,False,True,False
9138,False,False,True,False
9139,True,False,True,False
9144,False,True,False,True
9145,True,True,True,True
9146,False,False,False,False
9147,False,False,False,False
9159,True,False,True,False
9164,True,False,True,False
9165,False,False,False,False
9166,False,False,False,False
9170,True,True,True,True
9172,False,False,False,False
9174,False,False,False,False
9175,False,False,False,False
9179,True,False,True,False
9180,False,True,False,True
9182,False,False,False,False
9190,False,False,False,False
9195,False,False,False,False
9199,False,False,False,False
9203,False,False,False,False
9206,False,False,False,False
9213,False,False,False,False
9216,False,False,False,False
9217,False,False,False,False
9220,False,False,False,False
9222,False,False,True,False
9226,False,False,False,False
9238,False,False,False,False
9248,True,False,True,False
9255,False,False,False,False
9260,False,True,False,True
9261,False,False,False,False
9264,False,False,False,False
9274,False,False,False,False
9278,True,True,True,True
9288,True,False,True,False
9291,False,False,False,False
9307,False,False,False,False
9308,False,False,False,False
9309,False,False,True,False
9311,False,False,False,False
9312,False,False,False,False
9321,False,False,False,False
9326,False,False,False,False
9333,False,False,False,False
9340,False,False,False,False
9343,False,False,True,False
9358,False,False,False,False
9363,False,False,False,False
9392,False,False,False,False
9402,False,False,False,False
9404,False,False,True,False
9405,False,False,False,False
9407,False,False,False,False
9415,False,False,False,False
9420,False,False,True,True
9424,False,False,False,False
9436,False,False,False,False
9440,True,False,True,False
9443,False,False,False,False
9449,True,False,True,False
9456,False,False,False,False
9465,False,False,False,False
9474,False,False,False,False
9478,False,False,False,False
9483,False,False,False,False
9493,False,False,False,False
9496,True,False,True,False
9498,False,False,False,False
9503,False,False,False,False
9506,False,False,True,True
9510,False,False,False,False
9516,True,False,True,False
9519,False,False,False,False
9531,False,False,False,False
9532,True,False,True,False
9537,False,False,False,False
9538,False,False,False,False
9541,False,False,False,False
9545,False,False,False,False
9549,False,False,False,False
9555,True,False,True,True
9559,False,False,False,False
9561,False,False,False,False
9570,False,False,False,False
9588,False,False,False,False
9595,False,False,False,False
9597,False,False,False,False
9600,False,False,True,False
9607,False,False,False,False
9610,False,False,False,False
9630,False,False,False,False
9642,True,False,True,False
9644,False,False,False,False
9645,False,False,False,False
9648,False,False,False,False
9656,False,False,False,False
9661,False,False,False,False
9662,False,False,False,False
9667,False,False,False,False
9674,False,True,False,True
9682,False,False,False,False
9683,False,False,False,False
9685,False,False,False,False
9686,False,False,False,False
9688,True,True,True,True
9690,False,False,False,False
9692,False,False,False,False
9701,False,False,True,False
9712,False,False,False,False
9716,False,False,False,False
9725,False,False,False,False
9731,False,False,False,False
9734,False,False,False,False
9753,False,False,False,False
9758,False,False,True,False
9770,False,False,False,False
9774,False,False,False,False
9779,True,False,True,False
9780,True,True,True,True
9787,False,False,False,False
9790,False,False,False,False
9793,False,False,False,False
9794,False,False,False,False
9795,False,False,False,False
9801,False,False,False,False
9806,False,False,False,False
9822,False,False,False,False
9825,False,False,False,False
9826,False,False,False,False
9830,False,False,True,False
9836,False,False,True,True
9843,False,False,False,False
9845,False,False,False,False
9850,False,False,False,False
9852,False,False,False,False
9856,False,False,True,True
9858,True,False,True,False
9859,True,True,True,True
9864,False,False,False,False
9873,False,False,False,False
9876,False,False,True,False
9892,False,False,False,False
9901,True,False,True,False
9903,False,False,False,False
9912,False,False,False,False
9915,True,True,True,True
9922,False,False,False,False
9924,False,False,False,False
9928,False,False,False,False
9934,False,False,False,False
9937,False,False,False,False
9946,False,False,False,False
9949,False,False,False,False
9957,True,True,True,True
9958,False,False,False,False
9976,False,False,False,False
9977,False,False,False,False
9979,False,False,False,False
9987,False,False,False,False
9991,False,False,False,False
9998,False,False,False,False
10005,False,False,False,False
10014,False,False,False,False
10015,False,False,False,False
10027,False,False,False,False
10036,False,False,False,False
10042,False,False,False,False
10043,False,False,False,False
10047,False,False,False,False
10053,False,False,False,False
10054,False,False,False,False
10063,False,False,False,False
10066,False,False,True,False
10072,False,False,False,False
10074,False,False,False,False
10085,False,False,False,False
10090,False,False,True,False
10102,True,True,True,True
10106,False,False,False,False
10108,False,False,False,False
10122,False,False,False,False
10125,False,False,False,False
10151,False,False,False,False
10154,False,False,False,False
10155,True,False,True,False
10159,False,False,False,False
10166,False,False,False,False
10180,False,False,False,False
10181,False,False,False,False
10191,False,False,False,False
10192,False,False,False,False
10193,True,False,True,False
10204,False,False,False,False
10213,False,False,False,False
10214,False,False,False,False
10216,False,False,True,True
10219,False,False,False,False
10225,False,False,False,False
10230,False,False,False,False
10232,False,False,False,False
10237,False,False,False,False
10240,False,False,False,False
10259,False,False,False,False
10262,False,False,False,False
10267,False,False,False,False
10273,False,False,False,False
10279,False,False,False,False
10284,True,True,True,True
10290,False,False,False,False
10306,False,False,False,False
10324,False,False,False,False
10328,False,False,False,False
10330,False,False,False,False
10340,False,False,True,True
10341,True,True,True,True
10344,False,False,False,False
10348,False,False,False,False
10351,False,False,False,False
10352,False,False,False,False
10356,False,False,False,False
10363,False,False,False,False
10364,False,False,False,False
10369,False,False,True,False
10375,False,False,False,False
10388,False,False,False,False
10390,False,False,True,False
10399,False,False,False,False
10404,False,False,False,False
10406,False,False,False,False
10407,False,False,False,False
10409,False,False,False,False
10412,False,False,False,False
10423,False,False,False,False
10424,False,True,False,True
10432,False,False,False,False
10440,False,False,True,False
10443,False,False,False,False
10445,True,True,True,True
10446,True,False,True,False
10451,True,False,True,False
10452,False,False,False,False
10456,True,False,True,False
10459,False,False,False,False
10460,False,False,False,False
10461,False,False,False,False
10465,False,False,False,False
10469,False,False,False,False
10474,False,False,False,False
10479,False,False,False,False
10485,False,False,False,False
10491,False,False,False,False
10493,False,False,False,False
10501,False,False,False,False
10504,True,False,True,False
10505,False,False,False,False
10507,True,False,True,False
10508,False,False,False,False
10512,False,False,False,False
10524,False,False,False,False
10532,False,True,False,True
10533,True,False,True,False
10543,False,False,False,False
10551,False,False,False,False
10557,False,False,False,False
10564,False,False,False,False
10577,False,False,False,False
10589,True,False,True,False
10598,False,False,False,False
10606,True,False,True,False
10611,False,False,False,False
10616,False,False,False,False
10617,False,False,False,False
10620,False,False,False,False
10621,False,False,False,False
10623,False,False,False,False
10631,False,False,False,False
10637,False,False,False,False
10639,False,False,False,False
10641,False,False,False,False
10643,False,False,False,False
10644,False,False,False,False
10645,True,False,True,False
10647,True,True,True,True
10650,False,False,False,False
10654,True,True,True,True
10655,False,False,False,False
10660,False,False,False,False
10663,False,False,False,False
10667,False,False,False,False
10692,False,False,False,False
10694,False,False,False,False
10703,True,False,True,False
10713,False,False,False,False
10720,False,False,True,True
10724,False,False,False,False
10729,False,False,False,False
10750,False,False,False,False
10766,False,False,False,False
10770,False,False,False,False
10772,False,False,False,False
10776,False,False,False,False
10780,False,False,False,False
10784,False,False,False,False
10790,False,False,False,False
10792,False,False,False,False
10795,True,True,True,True
10798,False,False,False,False
10804,False,True,False,True
10805,False,False,False,False
10807,True,False,True,False
10810,False,False,True,True
10811,False,True,True,True
10812,False,False,False,False
10813,False,False,True,False
10822,False,False,True,False
10831,False,False,False,False
10833,False,False,False,False
10835,False,False,False,False
10858,False,False,False,False
10875,False,False,False,False
10877,False,False,False,False
10880,True,False,True,False
10883,False,False,False,False
10889,False,False,False,False
10908,False,False,False,False
10909,False,False,False,False
10911,False,False,False,False
10924,False,False,False,False
10936,False,False,False,False
10956,False,False,True,True
10958,True,False,True,True
10962,False,False,True,True
10967,False,False,False,False
10975,False,False,False,False
10992,False,False,False,False
10994,False,False,False,False
11002,False,False,False,False
11015,False,False,False,False
11019,False,False,False,False
11028,True,True,True,True
11035,False,False,False,False
11052,True,True,True,True
11057,False,False,False,False
11065,False,False,False,False
11072,False,False,False,False
11073,True,True,True,True
11085,False,False,False,False
11087,False,False,False,False
11088,False,False,False,False
11089,False,False,False,False
11091,False,False,False,False
11092,False,False,False,False
11093,False,False,False,False
11094,False,False,False,False
11097,False,False,False,False
11101,False,False,True,False
11103,False,False,False,False
11109,False,False,False,False
11110,False,False,False,False
11111,False,False,False,False
11112,False,False,False,False
11116,False,False,False,False
11119,False,False,False,False
11120,False,False,False,False
11123,True,False,True,False
11132,False,False,False,False
11135,False,False,False,False
11157,False,False,False,False
11158,False,False,False,False
11160,False,False,False,False
11162,False,False,False,False
11175,False,False,False,False
11179,False,False,False,False
11183,False,False,False,False
11190,False,False,False,False
11192,False,False,False,False
11212,False,True,False,True
11214,False,False,False,False
11221,False,False,False,False
11225,True,False,True,False
11229,False,False,False,False
11231,False,False,False,False
11240,False,False,False,False
11241,False,False,False,False
11252,False,False,False,False
11259,False,False,False,False
11260,False,False,False,False
11274,False,False,True,False
11278,False,False,True,False
11281,False,False,True,False
11286,False,False,False,False
11287,False,False,False,False
11289,False,False,False,False
11298,False,False,False,False
11300,False,False,False,False
11303,False,False,False,False
11304,True,False,True,False
11305,False,False,True,False
11309,False,False,False,False
11310,False,False,False,False
11318,False,False,False,False
11326,False,False,False,False
11327,False,True,True,True
11337,False,True,False,True
11344,False,False,False,False
11348,False,False,False,False
11351,False,False,False,False
11353,False,False,False,False
11355,False,False,False,False
11357,False,False,False,False
11361,True,False,True,False
11366,False,False,True,True
11368,False,False,False,False
11375,False,False,False,False
11377,False,False,False,False
11390,False,False,False,False
11394,False,False,False,False
11396,False,False,False,False
11400,False,False,False,False
11420,False,False,False,False
11426,False,False,False,False
11428,False,False,False,False
11430,False,False,True,True
11440,False,False,False,False
11444,False,False,False,False
11449,True,False,True,False
11451,True,True,True,True
11453,False,False,False,False
11474,False,False,False,False
11475,False,False,False,False
11495,False,False,False,False
11497,True,False,True,False
11503,False,False,False,False
11505,False,False,False,False
11514,False,False,False,False
11516,True,False,True,False
11517,False,False,False,False
11531,False,False,False,False
11535,False,False,False,False
11542,False,False,False,False
11546,False,False,False,False
11550,False,False,False,False
11551,True,False,True,False
11563,False,False,False,False
11566,False,False,False,False
11570,False,False,False,False
11582,True,False,True,False
11586,False,False,False,False
11589,False,False,False,False
11591,False,False,False,False
11592,False,False,False,False
11595,False,False,False,False
11597,False,False,False,False
11602,False,False,False,False
11615,True,False,True,False
11618,False,False,False,False
11619,False,False,False,False
11624,False,False,False,False
11625,False,False,False,False
11631,False,False,False,False
11634,False,False,False,False
11650,False,False,False,False
11651,False,False,False,False
11653,False,False,False,False
11662,True,True,True,True
11664,False,False,False,False
11665,False,False,False,False
11671,False,False,False,False
11674,True,True,True,True
11675,False,False,False,False
11677,True,True,True,True
11683,False,False,False,False
11693,False,False,False,False
11694,False,True,False,True
11706,False,False,False,False
11715,True,True,True,True
11716,False,False,False,False
11719,False,False,False,False
11720,False,False,False,False
11727,False,False,False,False
11742,True,True,True,True
11745,False,False,False,False
11746,True,True,True,True
11757,False,True,False,True
11762,False,False,False,False
11767,True,False,True,False
11769,True,True,True,True
11779,False,False,False,False
11780,False,False,False,False
11785,True,False,True,False
11789,False,False,True,True
11791,False,False,False,False
11797,False,False,False,False
11804,False,False,False,False
11813,True,False,True,False
11815,False,False,False,False
11830,False,False,False,False
11839,True,False,True,True
11851,True,False,True,False
11862,True,False,True,False
11865,False,False,False,False
11874,False,False,False,False
11877,False,False,False,False
11889,False,False,False,False
11899,False,False,True,False
11904,False,False,False,False
11929,False,False,False,False
11943,True,False,True,False
11944,False,False,False,False
11948,False,False,False,False
11963,False,False,False,False
11965,False,False,False,False
11969,False,False,False,False
11970,False,False,False,False
11979,False,False,False,False
11988,False,False,False,False
11995,False,False,False,False
11996,False,False,False,False
11997,False,False,False,False
11998,False,False,False,False
12001,False,False,False,False
12005,False,False,False,False
12008,False,False,False,False
12018,False,False,False,False
12020,False,False,False,False
12028,True,False,True,False
12035,False,False,False,False
12048,False,False,False,False
12056,False,False,False,False
12062,False,False,False,False
12067,False,False,False,False
12069,False,False,False,False
12072,False,False,False,False
12091,False,False,False,False
12097,True,False,True,False
12099,False,False,False,False
12105,False,False,False,False
12107,False,False,False,False
12108,False,False,False,False
12109,True,False,True,False
12111,False,False,False,False
12128,False,False,False,False
12130,False,True,False,True
12132,False,False,False,False
12135,False,False,False,False
12138,False,False,False,False
12143,False,False,False,False
12149,False,False,False,False
12150,False,False,True,True
12155,False,False,False,False
12158,True,False,True,False
12163,False,False,False,False
12168,False,False,False,False
12181,False,False,False,False
12189,False,False,False,False
12193,False,False,False,False
12202,False,False,False,False
12212,False,False,False,False
12213,False,False,False,False
12215,False,False,False,False
12221,False,False,False,False
12223,False,False,False,False
12228,True,True,True,True
12229,True,False,True,False
12250,False,False,True,True
12261,False,False,False,False
12262,False,False,False,False
12265,False,False,False,False
12272,False,False,False,False
12277,False,False,True,True
12283,False,False,False,False
12288,False,False,False,False
12302,False,False,False,False
12307,False,False,False,False
12312,True,True,True,True
12314,False,False,False,False
12320,False,False,True,False
12322,True,True,True,True
12346,False,False,False,False
12348,False,False,False,False
12355,False,False,True,True
12370,False,False,False,False
12374,False,False,False,False
12376,False,False,False,False
12380,False,False,False,False
12382,False,False,False,False
12403,False,False,False,False
12414,False,False,False,False
12421,True,True,True,True
12442,False,False,False,False
12444,False,False,False,False
12449,True,True,True,True
12475,False,False,False,False
12477,False,False,False,False
12490,False,False,False,False
12498,False,False,False,False
12509,False,False,False,False
12513,False,False,False,False
12521,False,False,False,False
12537,False,False,False,False
12538,False,False,False,False
12542,True,False,True,True
12545,False,False,False,False
12549,False,False,False,False
12562,False,False,False,False
12563,False,True,False,True
12564,False,False,False,False
12567,False,False,False,False
12573,False,False,False,False
12579,False,False,False,False
12591,False,False,False,False
12595,False,False,False,False
12603,True,False,True,False
12636,False,False,False,False
12639,False,False,False,False
12643,False,False,False,False
12645,False,False,False,False
12646,False,False,False,False
12647,False,False,False,False
12657,True,True,True,True
12660,False,False,False,False
12668,False,False,True,False
12676,False,False,False,False
12677,False,False,False,False
12687,False,False,False,False
12696,False,False,False,False
12697,False,False,False,False
12698,False,False,False,False
12701,False,False,False,False
12702,False,False,False,False
12703,False,False,False,False
12704,True,False,True,False
12710,False,False,False,False
12711,False,False,False,False
12713,False,False,False,False
12714,True,False,True,True
12722,False,False,False,False
12727,False,False,False,False
12737,False,False,False,False
12738,False,False,False,False
12741,False,True,False,True
12749,False,False,False,False
12771,True,True,True,True
12776,False,False,False,False
12781,False,False,False,False
12789,False,False,False,False
12794,False,False,True,False
12799,False,False,False,False
12800,False,False,False,False
12803,False,False,False,False
12805,False,False,False,False
12808,False,False,False,False
12811,False,False,False,False
12825,False,False,False,False
12834,False,False,False,False
12835,False,False,False,False
12836,False,False,False,False
12840,False,False,False,False
12843,False,False,False,False
12844,False,False,False,False
12845,False,False,False,False
12849,False,False,False,False
12858,False,False,False,False
12859,False,False,False,False
12866,False,False,False,False
12871,True,False,True,False
12873,False,False,False,False
12885,False,False,False,False
12887,False,False,False,False
12899,False,False,False,False
12908,True,False,True,False
12910,False,False,False,False
12917,False,False,False,False
12929,False,False,False,False
12934,False,False,False,False
12946,False,False,False,False
12950,False,False,False,False
12951,False,False,False,False
12953,False,False,False,False
12956,False,False,False,False
12961,False,False,False,False
12963,False,False,True,True
12976,True,False,True,False
12985,False,False,False,False
12989,False,False,False,False
12990,False,False,False,False
13013,False,False,False,False
13014,False,True,False,True
13025,False,False,True,False
13032,False,False,False,False
13034,False,False,True,False
13037,False,False,False,False
13055,False,True,False,True
13061,False,False,False,False
13074,False,False,False,False
13082,False,False,False,False
13084,False,False,False,False
13085,False,False,False,False
13086,True,True,True,True
13098,False,False,False,False
13099,False,False,False,False
13102,False,False,False,False
13110,False,False,False,False
13113,False,False,False,False
13116,False,False,False,False
13119,False,False,True,False
13120,False,False,True,False
13125,False,False,False,False
13127,False,False,True,False
13131,True,False,True,False
13133,False,False,False,False
13136,False,False,False,False
13137,False,False,False,False
13138,True,True,True,True
13140,False,False,False,False
13142,True,True,True,True
13146,False,False,False,False
13160,False,False,False,False
13164,True,False,True,True
13167,False,False,False,False
13171,False,False,False,False
13177,False,False,False,False
13184,False,False,False,False
13188,False,False,False,False
13194,False,False,False,False
13201,False,False,False,False
13203,False,False,False,False
13204,False,False,False,False
13206,False,False,False,False
13209,False,False,False,False
13212,False,False,False,False
13213,False,False,False,False
13227,False,False,True,True
13235,False,False,False,False
13236,False,False,False,False
13237,True,False,True,False
13250,False,False,False,False
13253,False,False,False,False
13254,False,False,True,False
13256,False,False,False,False
13258,True,False,True,False
13262,False,False,False,False
13266,False,False,False,False
13268,False,False,False,False
13278,False,False,False,False
13292,False,False,False,False
13301,False,False,False,False
13304,False,False,False,True
13306,False,False,False,False
13307,False,False,False,False
13318,False,False,False,False
13323,False,False,False,False
13330,False,False,False,False
13331,False,False,False,False
13335,False,False,False,False
13338,False,False,False,False
13344,False,False,False,False
13356,True,False,True,False
13364,False,False,False,False
13366,False,False,False,False
13367,True,False,True,False
13369,False,False,False,False
13375,True,False,True,False
13378,False,False,False,False
13383,False,False,False,False
13397,False,False,False,False
13399,False,False,True,False
13409,False,False,False,False
13419,False,False,False,False
13420,True,False,True,False
13425,False,False,False,False
13427,False,False,False,False
13440,False,False,False,False
13450,False,False,False,False
13454,False,False,False,False
13460,False,False,False,False
13461,True,False,True,False
13469,False,False,False,False
13470,False,False,False,False
13472,False,False,False,False
13478,False,False,False,False
13482,False,False,False,False
13487,False,False,False,False
13492,False,False,True,True
13495,False,False,True,True
13496,False,False,False,True
13502,False,False,False,False
13507,False,False,False,False
13517,False,False,False,False
13528,False,False,False,False
13535,False,False,False,False
13537,False,False,False,False
13541,False,False,False,False
13542,False,False,True,False
13543,False,False,False,False
13546,False,False,False,False
13550,False,False,False,False
13552,False,False,False,False
13566,False,False,False,False
13572,False,False,False,False
13573,False,False,False,False
13574,False,False,False,False
13576,False,False,False,False
13592,False,False,False,False
13610,False,False,False,False
13612,False,False,False,False
13615,False,False,True,False
13632,False,False,False,False
13645,False,False,False,False
13649,False,False,False,False
13650,False,False,False,False
13653,False,False,True,False
13655,False,False,False,False
13656,False,False,False,False
13667,False,True,False,True
13674,False,False,False,False
13677,True,False,True,False
13685,False,False,True,False
13703,False,False,False,False
13709,False,False,False,False
13718,False,False,False,False
13719,False,False,False,False
13724,False,False,False,False
13729,True,True,True,True
13730,False,False,False,False
13735,False,False,False,False
13736,True,False,True,False
13739,False,False,False,False
13743,True,True,True,True
13746,False,False,True,False
13748,False,False,False,False
13751,False,False,False,False
13767,False,False,False,False
13771,False,False,False,False
13773,False,False,False,False
13779,False,False,False,False
13781,False,False,False,False
13785,False,False,False,False
13796,True,False,True,True
13804,True,True,True,True
13815,False,True,True,True
13820,False,False,False,False
13827,True,False,True,False
13834,False,False,False,False
13835,False,False,False,False
13836,False,False,False,False
13839,False,False,False,False
13845,False,False,False,False
13846,False,False,False,False
13855,False,False,False,False
13873,False,False,False,False
13875,False,True,False,True
13879,False,False,False,False
13880,False,False,False,False
13907,False,False,False,False
13910,False,False,False,False
13914,True,True,True,True
13921,True,False,True,False
13923,False,False,False,False
13929,False,False,False,False
13940,False,False,False,False
13942,False,False,False,False
13945,False,False,False,False
13946,False,False,False,False
13947,False,False,False,False
13948,True,True,True,True
13949,False,True,False,True
13960,False,False,False,False
13961,False,False,False,False
13970,False,False,False,False
13986,False,False,False,False
13988,True,True,True,True
13992,True,False,True,True
13993,False,False,True,True
13996,False,False,True,True
13997,False,False,False,False
13999,False,False,True,True
14003,False,False,False,False
14005,False,False,False,False
14007,False,False,False,False
14010,False,False,False,False
14020,False,False,False,False
14025,False,False,False,False
14027,True,False,True,True
14030,False,False,False,False
14049,False,False,False,False
14051,False,False,False,False
14073,False,False,False,False
14074,False,False,False,False
14082,False,False,False,False
14088,False,False,False,False
14098,False,False,False,False
14118,False,False,False,False
14121,False,False,False,False
14126,False,False,True,True
14128,True,False,True,False
14131,False,False,False,False
14135,False,False,False,False
14139,False,False,False,False
14144,False,False,False,False
14145,False,False,False,False
14148,False,False,False,False
14149,False,True,False,True
14169,False,False,False,False
14177,False,False,False,False
14179,False,False,False,False
