,name,size,price,unit_price,on_sale,norm_unit_price,norm_unit_price_type,norm_size,norm_size_type
129,Doritos Dinamita Chile Limon Rolled Tortilla Chips,11.25 oz,$4.29,$0.38/oz,False,0.013403880070546737,wt,708.75,wt
130,Doritos Dinamita Chile Limon Tortilla Chips,4.25 oz,$1.89,$0.44/oz,False,0.015520282186948852,wt,708.75,wt
131,Fresh Quince - Chile,1 ct,$2.99,$2.99/each,False,2.99,whole,1.0,whole
132,Frontera Green Chile Enchilada Sauce,8 oz,$2.99,$0.37/oz,False,0.013051146384479717,wt,226.8,wt
133,Frontera Red Chile Enchilada Sauce,8 oz,$2.99,$0.37/oz,False,0.013051146384479717,wt,226.8,wt
134,Green Mountain Gringo Salsa - Roasted Chile Pepper Medium,16 oz,$5.79,$0.36/oz,False,0.012698412698412697,wt,453.6,wt
135,Harvest Snaps Mango Chile Lime Black Bean Crisps,3 oz,$2.49,$0.83/oz,False,0.029276895943562607,wt,85.05000000000001,wt
136,Kuner's of Colorado Refried Black Beans with Roasted Chiles,15.5 oz,$1.99,$0.13/oz,False,0.004585537918871252,wt,141.75,wt
137,La Victoria Enchilada Sauce - Green Chile,10 oz,$1.99,$0.20/oz,False,0.007054673721340388,wt,283.5,wt
138,Las Palmas Medium Green Chile Enchilada Sauce,28 oz,$3.99,$0.14/oz,False,0.0049382716049382715,wt,793.8000000000001,wt
139,LEAN CUISINE Cheese and Fire Roasted Chile Tamale,9.88 oz,3 for $10.00,$0.34/oz,True,0.01199294532627866,wt,2494.8,wt
0,Giant Eagle 85% Lean Ground Beef,3 lb (avg.),$11.97 avg/ea,$3.99/lb,True,0.008796296296296297,wt,1360.8000000000002,wt
1,Giant Eagle Ground Beef Chuck - Value Pack 80% Lean,3 lb (avg.),$11.97 avg/ea,$3.99/lb,True,0.008796296296296297,wt,1360.8000000000002,wt
2,Giant Eagle 93% Lean Ground Beef - Value Pack,3.1 lb (avg.),$18.57 avg/ea,$5.99/lb,True,0.013205467372134039,wt,453.6,wt
3,Market District Beef Loin Filet Mignon Steak,0.4 lb (avg.),$8.00 avg/ea,$19.99/lb,False,0.04406966490299823,wt,1814.4,wt
4,Market District Signature Beef Loin Semi Boneless Strip Steak,3 lb (avg.),$32.97 avg/ea,$10.99/lb,True,0.024228395061728393,wt,1360.8000000000002,wt
5,Giant Eagle 93% Lean Ground Beef,1 lb (avg.),$6.49 avg/ea,$6.49/lb,False,0.014307760141093475,wt,453.6,wt
6,Meat Ground Beef Chuck 80% Lean,1.6 lb (avg.),$7.18 avg/ea,$4.49/lb,False,0.009898589065255732,wt,2721.6000000000004,wt
7,Giant Eagle 85% Lean Ground Beef Chuck Patties,1 lb (avg.),$4.49 avg/ea,$4.49/lb,True,0.009898589065255732,wt,453.6,wt
8,Market District London Broil Top Round,2.5 lb (avg.),$14.98 avg/ea,$5.99/lb,True,0.013205467372134039,wt,2268.0,wt
9,Giant Eagle T-Bone Steaks Value Pack,2.4 lb (avg.),$19.18 avg/ea,$7.99/lb,True,0.01761463844797178,wt,1814.4,wt
10,Giant Eagle Lean Beef for Stew - Value Pack,1 lb (avg.),$6.49 avg/ea,$6.49/lb,True,0.014307760141093475,wt,453.6,wt
11,Market District Boneless Roast Beef,2.5 lb (avg.),$14.98 avg/ea,$5.99/lb,True,0.013205467372134039,wt,2268.0,wt
12,Market District Shoulder Roast - Certified Angus Beef,2.4 lb (avg.),$14.38 avg/ea,$5.99/lb,True,0.013205467372134039,wt,1814.4,wt
13,Market District Beef Rib Delmonico Steak,1 lb (avg.),$15.99 avg/ea,$15.99/lb,False,0.03525132275132275,wt,453.6,wt
14,Market District Sirloin Tip Roast - Certified Angus Beef,2 lb (avg.),$11.98 avg/ea,$5.99/lb,True,0.013205467372134039,wt,907.2,wt
15,Thomas Farms Organic Grass Fed Ground Beef,1 lb,$4.99,$4.99/lb,True,0.011000881834215168,wt,453.6,wt
16,Market District Filet Mignon Steak,0.5 lb,$19.99/lb,$19.99/lb,False,0.04406966490299823,wt,2268.0,wt
17,Meat 96% Lean Ground Beef,1.1 lb (avg.),$7.69 avg/ea,$6.99/lb,False,0.01541005291005291,wt,453.6,wt
18,Meat Boneless Bottom Round Beef Roast,2.5 lb (avg.),$14.98 avg/ea,$5.99/lb,True,0.013205467372134039,wt,2268.0,wt
19,Giant Eagle Beef Loin Porterhouse Steak - Value Pack,2 lb (avg.),$16.98 avg/ea,$8.49/lb,True,0.018716931216931215,wt,907.2,wt
20,Produce Ginger Root,0.25 lb,$4.49/lb,$4.49/lb,False,0.009898589065255732,wt,11340.0,wt
21,Market District Ginger,2.37 oz,$4.79,$2.02/oz,False,0.07125220458553791,wt,1048.95,wt
22,Simply Organic Ginger,1.64 oz,$5.79,$3.53/oz,False,0.12451499118165783,wt,1814.4,wt
23,Spice World Squeeze Ginger,10 oz,$4.79,$0.48/oz,False,0.01693121693121693,wt,283.5,wt
24,Giant Eagle Dried Crystallized Ginger,7 oz,$3.49,$0.50/oz,False,0.01763668430335097,wt,198.45000000000002,wt
25,McCormick Ground Ginger,0.7 oz,$5.49,$7.84/oz,False,0.2765432098765432,wt,198.45000000000002,wt
26,McCormick Gourmet Organic Crystallized Ginger,2 oz,$9.99,$5.00/oz,False,0.1763668430335097,wt,56.7,wt
27,Sushi Chef Pickled Ginger,6 fl oz,$4.29,$0.72/fl oz,False,0.024349002367264116,vol,177.42000000000002,vol
28,Sushic Sushi Ginger,1 ct,$0.99,$0.99/each,False,0.99,whole,1.0,whole
29,The Ginger People Crystallized Ginger,3.5 oz,$2.59,$0.74/oz,False,0.026102292768959433,wt,141.75,wt
30,Wel-Pac Sushi Ginger,11.5 fl oz,$4.99,$0.43/fl oz,False,0.014541765302671626,vol,147.85,vol
31,Canada Dry Diet Ginger Ale - 12 Pack Cans,144 fl oz,$5.79,$0.04/fl oz,False,0.0013527223537368955,vol,4258.08,vol
32,Canada Dry Ginger Ale - 2 Liter,67.6 fl oz,$2.29,$0.03/fl oz,False,0.0010145417653026716,vol,177.42000000000002,vol
33,Canada Dry Ginger Ale - 8 Pack Bottles,96 fl oz,$5.79,$0.06/fl oz,False,0.002029083530605343,vol,2838.7200000000003,vol
34,Giant Eagle Ginger Ale,12 ct,2 for $6.00,$0.25/each,True,0.25,whole,12.0,whole
35,Seagram's Ginger Ale,67.6 fl oz,$2.29,$0.03/fl oz,False,0.0010145417653026716,vol,177.42000000000002,vol
36,Canada Dry Ginger Ale - 6 Pack Cans,45 fl oz,$3.29,$0.07/fl oz,False,0.0023672641190395673,vol,1330.65,vol
37,Stauffer's Ginger Snaps,14 oz,$1.99,$0.14/oz,True,0.0049382716049382715,wt,396.90000000000003,wt
38,Seagram's Ginger Ale,144 fl oz,$5.79,$0.04/fl oz,False,0.0013527223537368955,vol,4258.08,vol
39,Canada Dry Ginger Ale - 6 Pack Bottles,101.44 fl oz,$4.29,$0.04/fl oz,True,0.0013527223537368955,vol,1301.08,vol
40,Produce Green Onions,1 ct,$0.99,$0.99/each,False,0.99,whole,1.0,whole
41,Produce Green Peppers,8 oz (avg.),$1.25 avg/ea,$2.49/lb,False,0.005489417989417989,wt,226.8,wt
42,Giant Eagle Life's Getting Fresher Green Beans,12 oz,$3.99,$0.33/oz,False,0.01164021164021164,wt,340.20000000000005,wt
43,Giant Eagle Diced Green Onions,4 oz,$2.99,$0.75/oz,False,0.026455026455026454,wt,113.4,wt
44,Del Monte Green Beans - Cut Blue Lake,14.5 oz,3 for $4.00,$0.09/oz,True,0.003174603174603174,wt,141.75,wt
45,Fresh Organic Green Onion,1 ct,$2.49,$2.49/each,False,2.49,whole,1.0,whole
46,Birds Eye Green Beans - Cut,1 lb,$1.50,$1.50/lb,False,0.0033068783068783067,wt,453.6,wt
47,Produce Collard Greens,16 oz (avg.),$1.99 avg/ea,$1.99/lb,False,0.004387125220458554,wt,453.6,wt
48,Greenline Organic 12 oz Green Beans,10 oz,$4.99,$0.50/oz,False,0.01763668430335097,wt,283.5,wt
49,Del Monte Green Beans - Cut Blue Lake No Salt Added,14.5 oz,3 for $4.00,$0.09/oz,True,0.003174603174603174,wt,141.75,wt
50,Pearls Pimiento Stuffed Spanish Green Olives - 4 Cups,6.4 oz,$4.29,$0.67/oz,False,0.0236331569664903,wt,113.4,wt
51,Arizona Green Tea With Ginseng and Honey,128 fl oz,3 for $10.00,$0.03/fl oz,True,0.0010145417653026716,vol,3784.96,vol
52,Market District Green Goddess Dressing,11.8 oz,$2.99,$0.25/oz,False,0.008818342151675485,wt,226.8,wt
53,Green Giant Steamers Antioxidant Vegetable Blend,7 oz,3 for $5.00,$0.24/oz,True,0.008465608465608464,wt,198.45000000000002,wt
54,Produce Green Beans,0.25 lb,$1.99/lb,$1.99/lb,False,0.004387125220458554,wt,11340.0,wt
55,Giant Eagle Veggi-Green Cut Green Beans,14.5 oz,$0.49,$0.03/oz,False,0.001058201058201058,wt,141.75,wt
56,Giant Eagle Cut Green Beans,8 oz,$0.45,$0.06/oz,False,0.002116402116402116,wt,226.8,wt
57,Del Monte Green Beans - Cut Blue Lake - 6 Pack,87 oz,$7.49,$0.09/oz,False,0.003174603174603174,wt,2466.4500000000003,wt
58,Birds Eye Premium Whole Green Beans,10.8 oz,$2.79,$0.26/oz,False,0.009171075837742505,wt,226.8,wt
59,Giant Eagle Original Diced Tomatoes & Green Chilies,10 oz,$1.00,$0.10/oz,False,0.003527336860670194,wt,283.5,wt
60,Lamagna Part Skim Ricotta Cheese,24 oz,$3.99,$0.17/oz,False,0.00599647266313933,wt,680.4000000000001,wt
61,Giant Eagle Part Skim Ricotta Cheese,15 oz,$1.79,$0.12/oz,True,0.004232804232804232,wt,425.25,wt
62,Lamagna Ricotta Cheese,16 oz,$2.99,$0.19/oz,False,0.006701940035273368,wt,453.6,wt
63,Giant Eagle Part Skim Natural Ricotta Cheese,24 oz,$2.99,$0.12/oz,False,0.004232804232804232,wt,680.4000000000001,wt
64,Giant Eagle Whole Milk Natural Ricotta Cheese,24 oz,$2.99,$0.12/oz,False,0.004232804232804232,wt,680.4000000000001,wt
65,Giant Eagle Whole Milk Ricotta Cheese,15 oz,$1.79,$0.12/oz,True,0.004232804232804232,wt,425.25,wt
66,Giant Eagle Whole Milk Ricotta Cheese,46 oz,$5.49,$0.12/oz,False,0.004232804232804232,wt,1304.1000000000001,wt
67,Breakstone's Cottage Doubles - Peach,133 g,$1.25,$0.01/g,False,0.01,whole,133.0,whole
68,Breakstone's Cottage Doubles - Pineapple,133 g,$1.25,$0.01/g,False,0.01,whole,133.0,whole
69,Giant Eagle Original Small Curd Cottage Cheese,16 oz,$1.99,$0.12/oz,False,0.004232804232804232,wt,453.6,wt
70,Daisy Cottage Cheese,1.5 lb,$3.49,$2.33/lb,False,0.00513668430335097,wt,2268.0,wt
71,Breakstone's Cottage Cheese - Lowfat Small Curd,24 oz,$3.99,$0.17/oz,False,0.00599647266313933,wt,680.4000000000001,wt
72,Breakstone's Cottage Cheese - Small Curd,24 oz,$3.99,$0.17/oz,False,0.00599647266313933,wt,680.4000000000001,wt
73,Breakstone's Cottage Doubles - Blueberry,133 g,$1.25,$0.01/g,False,0.01,whole,133.0,whole
74,Hood Country Style Small Curd Cottage Cheese,16 oz,2 for $4.00,$0.13/oz,True,0.004585537918871252,wt,453.6,wt
75,Giant Eagle Original Large Curd Cottage Cheese,16 oz,$1.99,$0.12/oz,False,0.004232804232804232,wt,453.6,wt
76,Giant Eagle 1% Milkfat Low Fat Small Curd Cottage Cheese,16 oz,$1.99,$0.12/oz,False,0.004232804232804232,wt,453.6,wt
77,Breakstone's Cottage Cheese - Fat Free Small Curd,24 oz,$3.99,$0.17/oz,False,0.00599647266313933,wt,680.4000000000001,wt
78,Breakstone's Cottage Cheese - Large Curd,24 oz,$3.99,$0.17/oz,False,0.00599647266313933,wt,680.4000000000001,wt
79,Daisy Cottage Cheese,1.5 lb,$3.49,$2.33/lb,False,0.00513668430335097,wt,2268.0,wt
80,Produce Avocado,1 ct,$1.50,$1.50/each,False,1.5,whole,1.0,whole
81,Produce Avocados,4 ct,$4.99,$1.25/each,False,1.25,whole,4.0,whole
82,Avocados Organically Grown Haas,1 each,$1.99,$1.99,False,1.99,whole,1.0,whole
83,Dole Fruit & Veggie Blends Tropical Avocado with Kale,16 oz,2 for $6.00,$0.19/oz,True,0.006701940035273368,wt,453.6,wt
84,Gerber Apple Avocado with Quinoa Crisp Baby Food,4.05 oz,5 for $10.00,$0.49/oz,True,0.01728395061728395,wt,141.75,wt
85,Produce Organic Avocados,4 ct,$5.99,$1.50/each,False,1.5,whole,4.0,whole
86,Sabra Breakfast Avocado Toast Avocado Spread Tray,2.7 oz,$3.29,$1.22/oz,False,0.043033509700176366,wt,198.45000000000002,wt
87,Chosen Foods 100% Pure Avocado Oil Spray,4.7 fl oz,$5.99,$1.27/fl oz,True,0.04294893473114643,vol,206.99,vol
88,Primal Kitchen Avocado Oil,16.9 fl oz,$11.49,$0.68/fl oz,True,0.022996280013527225,vol,266.13,vol
89,Wholly Guacamole Avocado Verde Salsa,10 oz,$4.99,$0.50/oz,False,0.01763668430335097,wt,283.5,wt
90,Eat Smart Avocado Ranch Vegetable Salad Kit,10 oz,2 for $6.00,$0.30/oz,True,0.010582010582010581,wt,283.5,wt
91,Sir Kensington's Mayonnaise Made with Avocado Oil,16 fl oz,$8.99,$0.56/fl oz,False,0.018938112952316538,vol,473.12,vol
92,"TRISCUIT Avocado, Cilantro & Lime Crackers",8.5 oz,$3.29,$0.39/oz,True,0.013756613756613757,wt,141.75,wt
93,Happy Baby Clearly Crafted STG 2 Apples Kale & Avocados,4 oz,$1.79,$0.45/oz,False,0.015873015873015872,wt,113.4,wt
94,Gerber 2nd Foods - Apple Avocado,8 oz,$1.39,$0.17/oz,False,0.00599647266313933,wt,226.8,wt
95,Aussie Miracle Moist Conditioner- Avocado & Jojoba Oil,12.1 fl oz,2 for $6.00,$0.25/fl oz,True,0.008454514710855596,vol,29.57,vol
96,Aussie Miracle Moist Shampoo With Avocado & Jojoba,12.1 fl oz,2 for $6.00,$0.25/fl oz,True,0.008454514710855596,vol,29.57,vol
97,Bolthouse Farms Cilantro Avocado Dressing,14 fl oz,2 for $7.00,$0.25/fl oz,True,0.008454514710855596,vol,413.98,vol
98,Bolthouse Farms® Organic Avocado Ranch Yogurt Dressing,12 fl oz,2 for $7.00,$0.29/fl oz,True,0.009807237064592491,vol,354.84000000000003,vol
99,Chosen Foods Mayo - Avocado Oil,12 fl oz,$7.99,$0.67/fl oz,True,0.022658099425093,vol,354.84000000000003,vol
100,Giant Eagle Monterey Jack Cheese,8 oz,$1.99,$0.25/oz,False,0.008818342151675485,wt,226.8,wt
101,Giant Eagle Sliced Monterey Jack Cheese,8 oz,$4.99,$0.62/oz,False,0.021869488536155203,wt,226.8,wt
102,KRAFT Trios Monterey Jack Cheese,2.25 oz,$1.69,$0.75/oz,False,0.026455026455026454,wt,708.75,wt
103,Sargento Sweet Balanced Breaks Monterey Jack Cheese,4.5 oz,$3.99,$0.89/oz,False,0.03139329805996473,wt,141.75,wt
104,Kraft Natural Cheese Cheese - Shredded Colby and Monterey Jack,226 g,$3.49,$0.02/g,False,0.02,whole,226.0,whole
105,"Heluva Good! Natural Cheese, Monterey Jack with Jalapeno",8 oz,2 for $4.00,$0.25/oz,True,0.008818342151675485,wt,226.8,wt
106,Sargento Sweet Balanced Breaks Monterey Jack Natural Cheese Snacks - 3 Pack,4.5 oz,$3.99,$0.89/oz,False,0.03139329805996473,wt,141.75,wt
107,KRAFT Cheese Chunk - Colby & Monterey Jack,8 oz,$3.49,$0.44/oz,False,0.015520282186948852,wt,226.8,wt
108,KRAFT Shredded Colby & Monterey Jack Cheeses,1.5 lb,$7.99,$5.33/lb,False,0.011750440917107583,wt,2268.0,wt
0,Giant Eagle Lime 100% Juice,15 fl oz,$2.00,$0.13/fl oz,False,0.004396347649644911,vol,443.55,vol
1,Sicilia Lime Juice,4 fl oz,$1.39,$0.35/fl oz,False,0.011836320595197835,vol,118.28,vol
2,Farmers Market Plastic Limes 100% Juice,4.5 oz,$0.99,$0.22/oz,False,0.007760141093474426,wt,141.75,wt
3,Santa Cruz Lime Juice,16 oz,$4.99,$0.31/oz,False,0.010934744268077601,wt,453.6,wt
4,Nellie & Joe's Key West Lime Juice,16 fl oz,$3.79,$0.24/fl oz,False,0.008116334122421373,vol,473.12,vol
5,Badia Badia Lime Juice,10 fl oz,$1.89,$0.19/fl oz,False,0.006425431180250254,vol,295.7,vol
6,Delallo 100% Lime Juice,4.23 oz,$2.50,$0.59/oz,False,0.020811287477954143,wt,652.0500000000001,wt
7,Lakewood Organic Pure Lime Juice - Certified Organic,32 fl oz,$8.49,$0.27/fl oz,False,0.009130875887724045,vol,946.24,vol
8,Rose's Sweetened Lime Juice - Single Bottle,12 fl oz,$4.29,$0.36/fl oz,False,0.012174501183632058,vol,354.84000000000003,vol
9,Farmers Market Plastic Limes 100% Juice,8 oz,$1.89,$0.24/oz,False,0.008465608465608464,wt,226.8,wt
10,Minute Maid Premium Limeade,12 fl oz,$2.29,$0.19/fl oz,False,0.006425431180250254,vol,354.84000000000003,vol
11,Bai Bogota Blackberry Lime,11.5 fl oz,$1.79,$0.16/fl oz,False,0.005410889414947582,vol,147.85,vol
12,Bai Lambari Watermelon Lime,11.5 fl oz,$1.79,$0.16/fl oz,False,0.005410889414947582,vol,147.85,vol
13,Tropicana Pineapple Mango with Lime Juice,59 fl oz,3 for $6.00,$0.03/fl oz,True,0.0010145417653026716,vol,1744.63,vol
14,Kool-Aid Sour Jammers - Electric Lemon Lime - 10 CT,1.77 L,$2.00,$1.13/L,False,1.13,whole,1.0,whole
15,Kuner's Jalapeno Black Beans with Lime Juice,425 g,$1.99,$0.00/g,False,0.0,whole,425.0,whole
16,Kuner's Refried Black Beans - with Lime Juice,453 g,$1.99,$0.00/g,False,0.0,whole,453.0,whole
17,Market District Cherry Limeade,16 fl oz,$1.00,$0.06/fl oz,False,0.002029083530605343,vol,473.12,vol
18,Market District Old-Fashioned Limeade,16 fl oz,$1.00,$0.06/fl oz,False,0.002029083530605343,vol,473.12,vol
19,Giant Eagle Medium Mexican Style Salsa,16 oz,$3.99,$0.25/oz,False,0.008818342151675485,wt,453.6,wt
20,Chi-Chi's Restaurant Style Medium Salsa,16 oz,$2.49,$0.16/oz,False,0.00564373897707231,wt,453.6,wt
21,Giant Eagle Medium Shells,16 oz,$0.89,$0.06/oz,False,0.002116402116402116,wt,453.6,wt
22,TOSTITOS Chunky Salsa Medium,15.5 oz,$3.79,$0.24/oz,False,0.008465608465608464,wt,141.75,wt
23,Giant Eagle Thick & Chunky Medium Salsa,15 oz,$1.99,$0.13/oz,False,0.004585537918871252,wt,425.25,wt
24,TOSTITOS Salsa Con Queso - Medium,15 oz,$3.99,$0.27/oz,False,0.009523809523809525,wt,425.25,wt
25,Pace® Medium Chunky Salsa,16 oz,2 for $4.00,$0.13/oz,True,0.004585537918871252,wt,453.6,wt
26,Barilla Medium Shells Pasta,16 oz,4 for $5.00,$0.08/oz,True,0.002821869488536155,wt,453.6,wt
27,Giant Eagle Garbage Bag Eight Gallons Medium,20 ct,$2.99,$0.15/each,False,0.15,whole,20.0,whole
28,Giant Eagle Salsa Con Queso - Medium,15 oz,$3.49,$0.23/oz,False,0.008112874779541446,wt,425.25,wt
29,Starbucks Unsweetened Medium Roast Iced Coffee,48 fl oz,$4.99,$0.10/fl oz,False,0.003381805884342239,vol,1419.3600000000001,vol
30,Pace® The Original Medium Picante Sauce,16 oz,2 for $4.00,$0.13/oz,True,0.004585537918871252,wt,453.6,wt
31,Giant Eagle Medium Eggs,12 ct,$0.69,$0.06/each,False,0.06,whole,12.0,whole
32,Nature's Basket Organic Medium Salsa,16 oz,$2.49,$0.16/oz,False,0.00564373897707231,wt,453.6,wt
33,TOSTITOS Salsa Con Queso - Medium,23 oz,$4.99,$0.22/oz,False,0.007760141093474426,wt,652.0500000000001,wt
34,Chi-Chi's Salsa - Fiesta Thick & Chunky Medium,48 oz,$6.29,$0.13/oz,True,0.004585537918871252,wt,1360.8000000000002,wt
35,Starbucks Breakfast Blend Medium Ground Coffee,12 oz,$8.99,$0.75/oz,True,0.026455026455026454,wt,340.20000000000005,wt
36,TOSTITOS Restaurant Style Salsa - Medium,15.5 oz,$3.79,$0.24/oz,False,0.008465608465608464,wt,141.75,wt
37,Newman's Own Salsa - Bandito Medium,16 oz,$3.29,$0.21/oz,False,0.007407407407407407,wt,453.6,wt
38,Giant Eagle Medium Egg Noodles,12 oz,$1.19,$0.10/oz,False,0.003527336860670194,wt,340.20000000000005,wt
39,Dietz & Watson Fresh Gourmet Lite Turkey Breast,0.25 lb,$10.99/lb,$10.99/lb,False,0.024228395061728393,wt,11340.0,wt
40,Giant Eagle White Oven Prepared Turkey Breast,0.25 lb,$6.99/lb,$6.99/lb,False,0.01541005291005291,wt,11340.0,wt
41,Nature's Basket Ground Turkey,1 lb,$5.49,$5.49/lb,False,0.012103174603174604,wt,453.6,wt
42,Giant Eagle Oven Roasted Breast of Turkey,0.25 lb,$6.99/lb,$6.99/lb,True,0.01541005291005291,wt,11340.0,wt
43,Giant Eagle Golden Roasted Breast of Turkey,0.25 lb,$8.99/lb,$8.99/lb,False,0.01981922398589065,wt,11340.0,wt
44,Giant Eagle Deluxe Smoked Turkey Breast,0.25 lb,$6.99/lb,$6.99/lb,False,0.01541005291005291,wt,11340.0,wt
45,Dietz & Watson Fresh Peppered Turkey Breast,0.25 lb,$10.99/lb,$10.99/lb,False,0.024228395061728393,wt,11340.0,wt
46,Dietz & Watson Fresh Black Forest Turkey Breast,0.25 lb,$10.99/lb,$10.99/lb,False,0.024228395061728393,wt,11340.0,wt
47,Butterball Turkey,12 oz,$3.79,$0.32/oz,False,0.01128747795414462,wt,340.20000000000005,wt
48,Carl Buddig Turkey,56 g,$0.79,$0.01/g,False,0.01,whole,56.0,whole
49,"Hillshire Farm Ultra Thin Sliced Lunchmeat, Honey Roasted Turkey",0.56 lb,$4.99,$8.91/lb,False,0.019642857142857142,wt,25401.600000000002,wt
50,Giant Eagle 85%/15% Ground Turkey,16 oz,$3.49,$0.22/oz,False,0.007760141093474426,wt,453.6,wt
51,Honeysuckle White Fresh 85% Lean Ground Turkey,48 oz,$9.99,$0.21/oz,False,0.007407407407407407,wt,1360.8000000000002,wt
52,Dietz & Watson Pre-Sliced No Salt Added Turkey,7 oz,$6.99,$1.00/oz,False,0.03527336860670194,wt,198.45000000000002,wt
53,Giant Eagle 93%/7% Ground Turkey,16 oz,$4.49,$0.28/oz,False,0.009876543209876543,wt,453.6,wt
54,"Hillshire Farm Ultra Thin Sliced Lunchmeat, Oven Roasted Turkey",0.56 lb,$4.99,$8.91/lb,False,0.019642857142857142,wt,25401.600000000002,wt
55,Stouffer's Roast Turkey,9.63 oz,$2.99,$0.31/oz,True,0.010934744268077601,wt,1786.0500000000002,wt
56,Gerber Sweet Potato Turkey,5.6 oz,5 for $10.00,$0.36/oz,True,0.012698412698412697,wt,170.10000000000002,wt
57,"Hillshire Farm Ultra Thin Sliced Lunchmeat, Lower Sodium Turkey",0.5 lb,$4.99,$9.98/lb,False,0.022001763668430336,wt,2268.0,wt
58,"Hillshire Farm Ultra Thin Sliced Lunchmeat, Oven Roasted Turkey",1 lb,$6.49,$6.49/lb,False,0.014307760141093475,wt,453.6,wt
59,Produce Plum/Roma Tomatoes,4 oz (avg.),$0.75 avg/ea,$2.99/lb,False,0.006591710758377425,wt,113.4,wt
60,Produce Hydroponic Tomatoes,2 lb (avg.),$5.98 avg/ea,$2.99/lb,False,0.006591710758377425,wt,907.2,wt
61,Produce Stem Tomato,4 oz (avg.),$0.62 avg/ea,$2.49/lb,True,0.005489417989417989,wt,113.4,wt
62,NatureSweet Cherubs Tomatoes,24 oz,$6.99,$0.29/oz,False,0.010229276895943561,wt,680.4000000000001,wt
63,Giant Eagle Life's Getting Fresher Grape Tomatoes,16 oz,$4.99,$0.31/oz,False,0.010934744268077601,wt,453.6,wt
64,Beefsteak Tomatoes,8 oz (avg.),$2.00 avg/ea,$3.99/lb,False,0.008796296296296297,wt,226.8,wt
65,Giant Eagle Crushed Tomatoes,28 oz,$1.00,$0.04/oz,False,0.0014109347442680775,wt,793.8000000000001,wt
66,Farmers Market Tomatoes,1 ct,$3.99,$3.99/each,False,3.99,whole,1.0,whole
67,Ro-Tel Tomatoes With Green Chilies,10 oz,$1.39,$0.14/oz,False,0.0049382716049382715,wt,283.5,wt
68,Dei Fratelli Tomatoes - Petite Diced,28 oz,$2.29,$0.08/oz,False,0.002821869488536155,wt,793.8000000000001,wt
69,Del Monte Tomatoes - Diced With Basil Garlic & Oregano,14.5 oz,$1.25,$0.09/oz,False,0.003174603174603174,wt,141.75,wt
70,Bella Sun Luci Tomatoes - Sun Dried - Julienne Cut,3.5 oz,$2.99,$0.85/oz,False,0.029982363315696647,wt,141.75,wt
71,Contadina Tomatoes - Roma Style Crushed with Roasted Garlic,28 oz,$1.99,$0.07/oz,False,0.0024691358024691358,wt,793.8000000000001,wt
72,Bella Sun Luci Tomatoes - Sun Dried,3.5 oz,$2.99,$0.85/oz,False,0.029982363315696647,wt,141.75,wt
73,Contadina Tomatoes - Roma Style Crushed in Tomato Puree,28 oz,$1.99,$0.07/oz,False,0.0024691358024691358,wt,793.8000000000001,wt
74,Dei Fratelli Tomatoes - Diced,14.5 oz,$0.79,$0.05/oz,True,0.001763668430335097,wt,141.75,wt
75,Dei Fratelli Tomatoes - Herbs & Olive Oil Chopped Italian,28 oz,$2.29,$0.08/oz,False,0.002821869488536155,wt,793.8000000000001,wt
76,Dei Fratelli Tomatoes- Basil & Herbs,28 oz,$2.29,$0.08/oz,False,0.002821869488536155,wt,793.8000000000001,wt
77,Dei Fratelli Tomatoes- Diced Petite,14.5 oz,$0.79,$0.05/oz,True,0.001763668430335097,wt,141.75,wt
78,Del Monte Tomatoes - Diced,14.5 oz,$1.25,$0.09/oz,False,0.003174603174603174,wt,141.75,wt
79,Giant Eagle Lime 100% Juice,15 fl oz,$2.00,$0.13/fl oz,False,0.004396347649644911,vol,443.55,vol
80,Sicilia Lime Juice,4 fl oz,$1.39,$0.35/fl oz,False,0.011836320595197835,vol,118.28,vol
81,Farmers Market Plastic Limes 100% Juice,4.5 oz,$0.99,$0.22/oz,False,0.007760141093474426,wt,141.75,wt
82,Santa Cruz Lime Juice,16 oz,$4.99,$0.31/oz,False,0.010934744268077601,wt,453.6,wt
83,Nellie & Joe's Key West Lime Juice,16 fl oz,$3.79,$0.24/fl oz,False,0.008116334122421373,vol,473.12,vol
84,Badia Badia Lime Juice,10 fl oz,$1.89,$0.19/fl oz,False,0.006425431180250254,vol,295.7,vol
85,Delallo 100% Lime Juice,4.23 oz,$2.50,$0.59/oz,False,0.020811287477954143,wt,652.0500000000001,wt
86,Lakewood Organic Pure Lime Juice - Certified Organic,32 fl oz,$8.49,$0.27/fl oz,False,0.009130875887724045,vol,946.24,vol
87,Rose's Sweetened Lime Juice - Single Bottle,12 fl oz,$4.29,$0.36/fl oz,False,0.012174501183632058,vol,354.84000000000003,vol
88,Farmers Market Plastic Limes 100% Juice,8 oz,$1.89,$0.24/oz,False,0.008465608465608464,wt,226.8,wt
89,Minute Maid Premium Limeade,12 fl oz,$2.29,$0.19/fl oz,False,0.006425431180250254,vol,354.84000000000003,vol
90,Bai Bogota Blackberry Lime,11.5 fl oz,$1.79,$0.16/fl oz,False,0.005410889414947582,vol,147.85,vol
91,Bai Lambari Watermelon Lime,11.5 fl oz,$1.79,$0.16/fl oz,False,0.005410889414947582,vol,147.85,vol
