,ing_name,name,size,price,on_sale,norm_unit_price,norm_unit_price_type
273,red onion,Red Onions,2 lb.,$2.99,False,0.0032958553791887124,wt
274,red onion,Butternut Squash with Red Onions,1 Package Approx. 1 lb.,$7.49/lb,False,0.016512345679012344,wt
275,bread crumbs,White Panko Bread Crumbs,10 oz.,$1.99,False,0.007019400352733686,wt
276,bread crumbs,Seasoned Bread Crumbs,10 oz.,$1.49,False,0.005255731922398589,wt
277,bread crumbs,Unseasoned Bread Crumbs,10 oz.,$1.49,False,0.005255731922398589,wt
278,bread crumbs,Whole Wheat Panko Bread Crumbs,10 oz.,$2.49,False,0.008783068783068783,wt
279,mozzarella,"Low-Moisture Part-Skim Shredded Mozzarella, FAMILY PACK",80 oz.,$11.49,False,0.005066137566137567,wt
280,mozzarella,Part-Skim Mozzarella Fancy Shredded Cheese,6 oz.,$3.99,False,0.023456790123456788,wt
281,mozzarella,Shredded Whole Milk Mozzarella Cheese,16 oz.,$3.19,False,0.007032627865961199,wt
282,mozzarella,Low-Moisture Whole Milk Mozzarella Shredded Cheese,8 oz.,$1.99,False,0.008774250440917107,wt
283,beans,"Trimmed Green Beans, FAMILY PACK",32 oz.,$5.99,False,0.0066027336860670196,wt
284,beans,Cleaned and Cut French Green Beans,24 oz.,$4.49,False,0.006599059376837154,wt
285,beans,Green Beans,12 oz.,$3.99,False,0.011728395061728394,wt
286,beans,"Green Beans, FAMILY PACK",24 oz.,$6.49,False,0.009538506760728982,wt
287,potatoes,Premium Russet Baking Potatoes,5 lb.,$1.50*,True,0.0006613756613756613,wt
288,potatoes,"Signature Whipped Potatoes, FAMILY PACK",32 oz.,$13.00,False,0.014329805996472662,wt
289,potatoes,"White Potatoes, FAMILY PACK",5 lb.,$2.99,False,0.001318342151675485,wt
290,potatoes,Salt Potatoes,5 lb.,$3.99,False,0.0017592592592592595,wt
291,eggplant,Purple Eggplant,1 Each Approx. 0.75 lb.,$1.69/lb,False,0.003725749559082892,wt
292,eggplant,"Eggplant, Graffiti",1 Each Approx. 0.5 lb.,$2.99/lb,False,0.006591710758377425,wt
293,eggplant,Baby Eggplant,1 Each Approx. 0.25 lb.,$2.99/lb,False,0.006591710758377425,wt
294,eggplant,White Eggplant,1 Each Approx. 0.5 lb.,$1.99/lb,False,0.004387125220458554,wt
295,ground coriander,Organic Ground Coriander,1.25 oz.,$5.99,False,0.1690299823633157,wt
296,ground coriander,Roasted Ground Coriander,1.25 oz.,$5.99,False,0.1690299823633157,wt
297,tomato juice,Tomato Juice,46 fl. oz.,$1.99,False,0.0014629986325741424,vol
298,tomato juice,Tomato Juice,64 fl. oz.,$3.19,False,0.0016856188704768345,vol
299,tomato juice,Tomato Juice,33 fl. oz.,$2.79,False,0.0028591631567620743,vol
300,tomato juice,Low Sodium Tomato Juice,64 fl. oz.,$3.19,False,0.0016856188704768345,vol
301,peanut oil,Peanut Oil,32 fl. oz.,$4.99,False,0.005273503550896179,vol
302,peanut oil,"Peanut Oil, Expeller Pressed, Roasted",12.7 fl. oz.,$7.99,False,0.021276085839287,vol
303,peanut oil,"Natural Peanut Butter, and Omega-3 from Flax Oil, Extra Creamy",26 oz.,$5.49,False,0.0074481074481074485,wt
304,baby spinach,"Baby Spinach, FAMILY PACK",11 oz.,$3.99,False,0.012794612794612794,wt
305,baby spinach,Baby Spinach,5 oz.,$2.49,False,0.017566137566137566,wt
306,baby spinach,Bulk Baby Spinach,1 Bag Approx. 0.5 lb.,$5.99/lb,False,0.013205467372134039,wt
307,baby spinach,Fresh Baby Spinach,6 oz.,2/$3.00,False,0.01763668430335097,wt
308,tortillas,"In-Store Made Fresh Tortilla Chips, FAMILY PACK",16 oz.,$6.00,False,0.013227513227513227,wt
309,tortillas,Blue Corn Tortilla Chips,16 oz.,$2.50*,True,0.005511463844797178,wt
310,tortillas,Fresh Tortilla Chips,3 oz.,$1.50,False,0.01763668430335097,wt
311,tortillas,Chicken Tortilla Soup,16 oz.,$5.99,False,0.013205467372134039,wt
312,breadcrumbs,"Breadcrumbs, Organic, Italian Herbs",15 oz.,$4.99,False,0.011734273956496179,wt
313,breadcrumbs,"Breadcrumbs, Traditional, Garlic",15 oz.,$2.29,False,0.00538506760728983,wt
314,hot sauce,"Buffalo Style Wing Sauce, Hot & Tangy",12 fl. oz.,$2.79,False,0.007862698681095704,vol
315,hot sauce,Hot Buffalo Wings Sauce,12 fl. oz.,$2.79,False,0.007862698681095704,vol
316,hot sauce,Original Cayenne Pepper Hot Sauce,23 fl. oz.,$4.99,False,0.007337048418638162,vol
317,hot sauce,Hot Sauce,5 fl. oz.,$1.49,False,0.010077781535339872,vol
318,penne,"Penne Rigate Mozzarella Salad, FAMILY PACK",30 oz.,$9.49,False,0.011158142269253381,wt
319,penne,"Penne Alfredo with Chicken and Peas, FAMILY PACK",32 oz.,$16.00,False,0.01763668430335097,wt
320,penne,"Penne with Seasoned Tomato Sauce and Mozzarella, FAMILY PACK",32 oz.,$13.00,False,0.014329805996472662,wt
321,penne,Penne Alfredo with Chicken & Peas Pasta Bowl,12 oz.,$8.00,False,0.023515579071134624,wt
322,scallions,Green Onions (Scallions),1 ea.,$0.99,False,0.99,whole
323,jalapeno pepper,Jalapeno Pepper,1 Each Approx. 0.22 lb.,$3.99/lb,False,0.008796296296296297,wt
324,jalapeno pepper,Delicatessen Cheddar Cheese with Jalapeno & Cayenne Pepper,1 lb.,$8.99,False,0.01981922398589065,wt
325,jalapeno pepper,Sliced Jalapeno Pepper Rings,12 oz.,$1.99,False,0.005849500293944738,wt
326,fish sauce,Gluten Free Premium Fish Sauce,6.76 fl. oz.,$2.99,False,0.014957987565359902,vol
327,fish sauce,Fish Sauce,8.45 fl. oz.,$7.49,False,0.02997600718783831,vol
328,fish sauce,Fish Sauce,24 fl. oz.,$5.99,False,0.00844042385300417,vol
329,fish sauce,"Herring Fillets, in Tomato Sauce",7.05 oz.,$3.29,False,0.016460905349794237,wt
330,jalapeno,"Jalapeno Cheddar Burgers, 2 Pack",1 Package Approx. 0.75 lb.,$7.99/lb,False,0.01761463844797178,wt
331,jalapeno,Jalapeno Pepper,1 Each Approx. 0.22 lb.,$3.99/lb,False,0.008796296296296297,wt
332,jalapeno,"Sliced Cheese, Montery Jack Cheese with Jalapeno Peppers, FAMILY PACK",32 oz.,$6.99,False,0.007705026455026455,wt
333,jalapeno,Jalapeno Cheddar Tortillas,15 oz.,$2.99,False,0.007031158142269254,wt
334,marinara sauce,"Marinara Sauce, Chunky",23.5 oz.,$2.49,False,0.00373747607790161,wt
335,marinara sauce,Marinara Sauce,16 oz.,$4.79,False,0.010559964726631392,wt
336,marinara sauce,Marinara Sauce,8 oz.,$2.99,False,0.01318342151675485,wt
337,marinara sauce,"Sauce, Smooth Marinara",24 oz.,$0.99,False,0.0014550264550264548,wt
338,cherry tomatoes,Cherry Tomatoes,1 pt.,$5.99,False,0.012659030390126379,vol
339,cherry tomatoes,Flavor Bombs Cherry Tomatoes On The Vine,12 oz.,$5.99,False,0.01760728982951205,wt
340,cherry tomatoes,Super Sweet Cherry Tomatoes,1 pt.,$3.99,False,0.008432309057863815,vol
341,cherry tomatoes,"Pasta Sauce, Organic, Cherry Tomato with Basil",25 oz.,$7.99,False,0.011273368606701941,wt
342,onion powder,Onion Powder,7.62 oz.,$5.99,False,0.027728015479546536,wt
343,onion powder,Onion Powder,3 oz.,$5.99,False,0.0704291593180482,wt
344,onion powder,Onion Powder,2.62 oz.,$1.49,False,0.020060045505338124,wt
345,onion powder,Onion Powder,2.62 oz.,$4.99,False,0.06718095776619949,wt
346,orange juice,100% Cold Pressured Orange Juice,32 fl. oz.,$7.00,False,0.007397700371998647,vol
347,orange juice,100% Cold Pressured Orange Juice,64 fl. oz.,$12.00,False,0.006340886033141697,vol
348,orange juice,100% Cold Pressured Orange Juice,16 fl. oz.,$4.00,False,0.008454514710855596,vol
349,orange juice,"Premium Orange Juice, Original, Pulp Free",59 fl. oz.,$4.49,False,0.002573611596728246,vol
350,beef broth,Beef Broth,32 fl. oz.,$1.99*,True,0.0021030605343253296,vol
351,beef broth,Flavored Beef Broth,48 oz.,$1.99,False,0.0014623750734861845,wt
352,beef broth,Beef Bone Broth,32 fl. oz.,$3.99,False,0.004216689212039229,vol
353,beef broth,"Broth, Beef Flavored",14.5 oz.,$0.99,False,0.00240831964969896,wt
354,flank steak,Feta & Pepper Stuffed Flank Steak,1 Package Approx. 0.7 lb.,$12.79/lb,False,0.02819664902998236,wt
355,flank steak,Angus Beef Flank Steak,1 Package Approx. 1.5 lb.,$14.49/lb,False,0.03194444444444444,wt
356,flank steak,Beef Flank Steaks,1 Package Approx. 1.8 lb.,$11.99/lb,False,0.026432980599647264,wt
357,flank steak,Cheese & Herb Stuffed Flank Steak,1 Package Approx. 0.5 lb.,$12.79/lb,False,0.02819664902998236,wt
358,pork tenderloin,"Pork Tenderloin, 4 pieces, FAMILY PACK",1 Package Approx. 4.6 lb.,$2.49/lb,False,0.005489417989417989,wt
359,pork tenderloin,Greek Stuffed Pork Tenderloin (1/3 Cut),15 oz.,$7.00,False,0.01646090534979424,wt
360,pork tenderloin,Pork Tenderloin,1 Package Approx. 1 lb.,$16.99/lb,False,0.03745590828924162,wt
361,pork tenderloin,Brown Sugar BBQ Marinated Whole Pork Tenderloin,1 Package Approx. 1.5 lb.,$7.69/lb,False,0.01695326278659612,wt
362,vegetable broth,Vegetable Broth,32 fl. oz.,$1.99*,True,0.0021030605343253296,vol
363,vegetable broth,Vegetable Culinary Stock,32 fl. oz.,$2.39,False,0.0025257862698681095,vol
364,vegetable broth,"Broth, Low Sodium, Vegetable",32 fl. oz.,$3.99,False,0.004216689212039229,vol
365,vegetable broth,"Broth, Organic, Vegetable",32 fl. oz.,$3.99,False,0.004216689212039229,vol
366,rice,"Vegetable Fried Rice, FAMILY PACK",32 oz.,$10.00,False,0.011022927689594356,wt
367,rice,"Pork Fried Rice, FAMILY PACK",32 oz.,$10.00,False,0.011022927689594356,wt
368,rice,"Microwaveable Steamables, Brown Rice, FAMILY PACK",30 oz.,$3.99,False,0.004691358024691358,wt
369,rice,"Steamables Jasmine Rice, 3 Pack",24 oz.,$3.99,False,0.005864197530864197,wt
370,kidney beans,Dark Red Kidney Beans,16 oz.,$2.99,False,0.006591710758377425,wt
371,kidney beans,Dark Red Kidney Beans,15 oz.,$0.99,False,0.002328042328042328,wt
372,kidney beans,"Kidney Beans, Light Red",15 oz.,$0.99,False,0.002328042328042328,wt
373,kidney beans,Dark Red Kidney Beans,15.5 oz.,$0.49*,True,0.0011150935882118678,wt
374,brown rice,"Microwaveable Steamables, Brown Rice, FAMILY PACK",30 oz.,$3.99,False,0.004691358024691358,wt
375,brown rice,California Quinoa Brown Rice Roll,5 oz.,$5.49,False,0.03873015873015873,wt
376,brown rice,Spicy Shrimp Quinoa Brown Rice Roll,5 oz.,$5.99,False,0.04225749559082893,wt
377,brown rice,Spicy Tuna Roll with Brown Rice,5 oz.,$6.99,False,0.049312169312169314,wt
378,green chilies,"Petite Diced Tomatoes with Green Chilies, Medium",10 oz.,$0.59,False,0.0020811287477954144,wt
379,green chilies,Diced Green Chile Peppers,7 oz.,$2.49,False,0.01254724111866969,wt
380,green chilies,"Petite Diced Tomatoes with Green Chilies, Mild",10 oz.,$0.59,False,0.0020811287477954144,wt
381,green chilies,Green Chile Sauce,16 oz.,$3.99,False,0.008796296296296297,wt
382,oyster sauce,Vegetarian Oyster Style Sauce,7.5 oz.,$2.99,False,0.014062316284538507,wt
383,oyster sauce,Oyster Sauce,6.3 oz.,$2.29,False,0.012821589541166262,wt
384,oyster sauce,Oyster Sauce,9.1 oz.,$3.49,False,0.013527918289823053,wt
385,oyster sauce,Oyster Sauce,18 oz.,$4.29,False,0.008406819517930628,wt
386,ground pork,Ground Pork,16 Package Approx. 1 oz.,$6.99/oz,False,0.24656084656084656,wt
387,ground pork,Ground Pork,16 oz.,$5.49,False,0.012103174603174604,wt
388,ground pork,"Ground Beef, Pork and Veal, Meatloaf Mix",1 Package Approx. 1.3 lb.,$4.79/lb,False,0.010559964726631392,wt
389,ground pork,Fresh Ground Pork,1 Package Approx. 1 lb.,$4.99/lb,False,0.011000881834215168,wt
390,meat,"Boneless & Skinless Chicken Breasts with Rib Meat, FAMILY PACK",1 Package Approx. 6 lb.,$1.79/lb*,True,0.0039462081128747795,wt
391,meat,Ground Chicken,16 oz.,$6.49,False,0.014307760141093475,wt
392,meat,Ground Pork,16 Package Approx. 1 oz.,$6.99/oz,False,0.24656084656084656,wt
393,meat,Specialty Irradiated Bacon Cheddar Burgers,1 Package Approx. 0.7 lb.,$7.99/lb,False,0.01761463844797178,wt
394,tomatillos,Crushed Tomatillos,26 oz.,$2.99,False,0.004056437389770723,wt
395,ground turmeric,Ground Turmeric,5.87 oz.,$6.99,False,0.04200355137322769,wt
396,ground turmeric,Ground Turmeric,0.95 oz.,$4.99,False,0.18527800983941334,wt
397,ground turmeric,All Natural Ground Turmeric,1.37 oz.,$5.99,False,0.15422443646287926,wt
398,ham,Bone-In Brown Sugar Cured Half Ham,1 Package Approx. 6.75 lb.,$2.69/lb,False,0.0059303350970017635,wt
399,parmesan,Garlic Parmesan Chicken Breast,6 oz.,$7.00,False,0.04115226337448559,wt
400,parmesan,Garlic Parmesan Tilapia,7 oz.,$6.50,False,0.032753842277651796,wt
401,parmesan,Antibiotic-Free Chicken Parmesan FAMILY PACK,24 oz.,$20.00,False,0.02939447383891828,wt
402,parmesan,Parmesan Grated Cheese,8 oz.,$2.99,False,0.01318342151675485,wt
403,white sugar,"White Sugar, Granulated",4 lb.,$1.69,False,0.000931437389770723,wt
404,white sugar,"Cane Sugar, Organic, White",24 oz.,$3.49,False,0.00512933568489124,wt
405,white sugar,"Pudding & Pie Filling, Instant, Sugar Free, White Chocolate",1 oz.,$0.99,False,0.03492063492063492,wt
406,white sugar,"Sprinkles, Sugar Pearls, White",5 oz.,$4.49,False,0.031675485008818345,wt
407,frozen peas,Microwaveable Just Picked* and quickly frozen Peas & Carrots,12 oz.,$1.99,False,0.005849500293944738,wt
408,frozen peas,"Sweet Peas, FAMILY PACK",64 oz.,$5.99,False,0.0033013668430335098,wt
409,frozen peas,"Sweet Peas, FAMILY PACK",80 oz.,$3.99,False,0.0017592592592592595,wt
410,frozen peas,Microwaveable Sweet Peas,12 oz.,$1.99,False,0.005849500293944738,wt
411,white rice,Spicy Shrimp Roll with White Rice,5 oz.,$5.99,False,0.04225749559082893,wt
412,white rice,Spicy Tuna Roll with White Rice,5 oz.,$6.99,False,0.049312169312169314,wt
413,white rice,Avocado Cucumber Roll with White Rice,5 oz.,$5.49,False,0.03873015873015873,wt
414,white rice,Coconut Shrimp Dragon Roll with White Rice,7 oz.,$7.99,False,0.04026203073822121,wt
415,hot peppers,Long Hot Green Pepper,1 Each Approx. 0.15 lb.,$4.49/lb,False,0.009898589065255732,wt
416,hot peppers,Banana/Hungarian Hot Peppers,1 Each Approx. 0.25 lb.,$4.49/lb,False,0.009898589065255732,wt
417,hot peppers,Cherry Hot Peppers,1 Each Approx. 0.15 lb.,$4.49/lb,False,0.009898589065255732,wt
418,hot peppers,Hot Banana Pepper Rings,16 fl. oz.,$1.99,False,0.004206121068650659,vol
419,egg whites,Liquid Egg Whites,32 oz.,$4.99,False,0.005500440917107584,wt
420,egg whites,Liquid Egg Whites,16 oz.,$2.99,False,0.006591710758377425,wt
421,egg whites,"Egg Whites, Pasteurized, Liquid",16 oz.,$7.29,False,0.01607142857142857,wt
422,egg whites,"100% Egg Whites, Liquid",32 oz.,$5.79,False,0.006382275132275132,wt
423,lemon zest,"Fish Oil, Lemon Zest",16 oz.,$21.99,False,0.048478835978835975,wt
424,lemon zest,"Honey, Organic, Lemon Ginger Zest",12 oz.,$6.99,False,0.020546737213403877,wt
425,chickpeas,Citrus Chick Pea Salad,14.1 oz.,$5.99,False,0.014984927514478342,wt
426,chickpeas,"Moroccan Lentil with Chick Pea Soup, Medium",16 oz.,$5.99,False,0.013205467372134039,wt
427,chickpeas,Gluten-Free Chickpea Penne Pasta,8.8 oz.,$2.99,False,0.011984928651595316,wt
428,chickpeas,Gluten-Free Chickpea Shells Pasta,8.8 oz.,$2.99,False,0.011984928651595316,wt
429,pork shoulder,"Whole Bone-In Pork Shoulder Blade Roast, FAMILY PACK",1 Package Approx. 8.4 lb.,$1.69/lb,False,0.003725749559082892,wt
430,pork shoulder,Boneless Pork Shoulder,1 Package Approx. 2.25 lb.,$9.99/lb,False,0.022023809523809522,wt
431,pork shoulder,Large Brown Sugar BBQ Seasoned Boneless Pork Shoulder,1 Package Approx. 3.2 lb.,$5.99/lb,False,0.013205467372134039,wt
432,pork shoulder,Bone-In Pork Shoulder Blade Steak,1 Package Approx. 1.25 lb.,$3.99/lb,False,0.008796296296296297,wt
433,pizza dough,White Pizza Dough,28 oz.,$4.50,False,0.005668934240362812,wt
434,pizza dough,White Pizza Dough,28 oz.,$2.50,False,0.003149407911312673,wt
435,pizza dough,Pizza Dough made predominately with Whole Wheat,28 oz.,$2.50,False,0.003149407911312673,wt
436,pizza dough,"Pizza Dough, Classic Crust",14.56 oz.,$4.99,False,0.012088881136500184,wt
437,pork loin,Garlic Herb Seasoned Boneless Pork Loin Roast,1 Package Approx. 2.25 lb.,$4.99/lb,False,0.011000881834215168,wt
438,pork loin,"Whole Boneless Center Cut Pork Loin Roast, FAMILY PACK",1 Package Approx. 8.5 lb.,$1.79/lb,False,0.0039462081128747795,wt
439,pork loin,Pork Loin Chop,1 Package Approx. 1.25 lb.,$4.69/lb,False,0.010339506172839507,wt
440,pork loin,Fire Roasted Pork Loin,1 lb.,$13.99,False,0.030842151675485006,wt
441,pecorino cheese,Pecorino Romano Cheese -Grated,1 Each Approx. 0.33 lb.,$15.99/lb,False,0.03525132275132275,wt
442,pecorino cheese,Pecorino Romano Cheese -Shredded,1 Each Approx. 0.33 lb.,$15.99/lb,False,0.03525132275132275,wt
443,pecorino cheese,Pecorino Romano Cheese,1 Each Approx. 0.5 lb.,$13.99/lb,False,0.030842151675485006,wt
444,pecorino cheese,Pecorino Romano Cheese- Shredded,1 Package Approx. 0.5 lb.,$17.99/lb,False,0.03966049382716049,wt
445,fennel seeds,Organic Fennel Seed,1 oz.,$5.99,False,0.21128747795414463,wt
446,fennel seeds,Fennel Seeds,1.9 oz.,$5.99,False,0.11120393576533927,wt
447,fennel seeds,Fennel Seed,0.85 oz.,$4.99,False,0.20707542276169727,wt
448,sirloin,"Boneless Sirloin Steaks, FAMILY PACK",1 Package Approx. 3.6 lb.,$6.99/lb,False,0.01541005291005291,wt
449,sirloin,"Beef Perfect Portion Sirloin Steak, Grass Fed",1 Package Approx. 0.75 lb.,$15.29/lb,False,0.03370811287477954,wt
450,sirloin,"Beef Half Sirloin Steak, Grass Fed",1 Package Approx. 0.5 lb.,$15.29/lb,False,0.03370811287477954,wt
451,sirloin,Bourbon Beef Sirloin Kabob,1 lb.,$9.99,False,0.022023809523809522,wt
452,asparagus,Asparagus,1 Bunch Approx. 1 lb.,$4.99/lb,False,0.011000881834215168,wt
453,asparagus,Asparagus,1 Bunch Approx. 1 lb.,$2.99/lb,False,0.006591710758377425,wt
454,asparagus,Microwaveable Cleaned and Cut Asparagus Tips,8 oz.,2/$5.00,False,0.02204585537918871,wt
455,asparagus,Asparagus,1 Package Approx. 1 lb.,$7.49/lb,False,0.016512345679012344,wt
456,jalapeño pepper,Jalapeno Pepper,1 Each Approx. 0.22 lb.,$3.99/lb,False,0.008796296296296297,wt
457,jalapeño pepper,Delicatessen Cheddar Cheese with Jalapeno & Cayenne Pepper,1 lb.,$8.99,False,0.01981922398589065,wt
458,jalapeño pepper,Sliced Jalapeno Pepper Rings,12 oz.,$1.99,False,0.005849500293944738,wt
459,chili sauce,Coconut Shrimp with Sweet Chili Sauce,6.5 oz.,$6.50,False,0.03527336860670194,wt
460,chili sauce,"Chili Sauce, Sweet",14.5 oz.,$3.29,False,0.00800340570455513,wt
461,chili sauce,Chili Sauce,12 oz.,$1.49,False,0.004379776601998823,wt
462,chili sauce,Red Chile Sauce,16 oz.,$3.99,False,0.008796296296296297,wt
463,hoisin sauce,"Duck Sauce, Sweet and Pungent",10 oz.,$2.49,False,0.008783068783068783,wt
464,hoisin sauce,Hoisin Sauce,9.4 oz.,$3.49,False,0.013096176216743593,wt
465,hoisin sauce,"Hoisin Sauce, Mandarin Style",7.5 oz.,$2.49,False,0.011710758377425044,wt
466,hoisin sauce,Hoisin Sauce,15 oz.,$3.29,False,0.007736625514403292,wt
467,sausage,Italian Sausage with Peppers and Onions,13 oz.,$7.00,False,0.01899335232668566,wt
468,sausage,"Mild Italian Sausage, FAMILY PACK",1 Package Approx. 3 lb.,$3.19/lb,False,0.007032627865961199,wt
469,sausage,"All Pork Hot Italian Sausage Link, FAMILY PACK",1 Package Approx. 3.25 lb.,$3.19/lb,False,0.007032627865961199,wt
470,sausage,"Chicken Sausage, Sweet Apple",12 oz.,$6.59,False,0.019370958259847144,wt
471,pinto beans,Vegetarian Refried Pinto Beans,15 oz.,$1.99,False,0.004679600235155791,wt
472,pinto beans,Pinto Beans,15 oz.,$0.99,False,0.002328042328042328,wt
473,pinto beans,Pinto Beans,15.5 oz.,$0.49*,True,0.0011150935882118678,wt
474,pinto beans,Pinto Beans,15 oz.,$2.79,False,0.0065608465608465606,wt
475,beef chuck,"Beef Chuck Roast, Grass Fed",1 Package Approx. 2.25 lb.,$9.29/lb,False,0.020480599647266312,wt
476,beef chuck,Boneless Beef Chuck Eye of the Round Steak,1 Package Approx. 1.25 lb.,$6.49/lb,False,0.014307760141093475,wt
477,beef chuck,"Angus Beef, Chuck Roast",1 Each Approx. 2.5 lb.,$11.49/lb,False,0.02533068783068783,wt
478,beef chuck,"Burgers, Gluten Free, USDA Beef Chuck",32 oz.,$11.99,False,0.013216490299823632,wt
479,shiitake mushrooms,Shiitake Mushrooms,3.5 oz.,$3.29,False,0.033156966490299825,wt
480,shiitake mushrooms,"Gourmet Blend Crimini, Shiitake & Oyster Mushrooms",4 oz.,$2.99,False,0.0263668430335097,wt
481,shiitake mushrooms,Sliced Shiitake Mushrooms,5 oz.,$3.99,False,0.02814814814814815,wt
482,shiitake mushrooms,Shiitake Mushrooms,1 Bag Approx. 0.5 lb.,$6.99/lb,False,0.01541005291005291,wt
483,black olives,Greek Black Ripe Olives,1 Each Approx. 0.5 lb.,$9.99/lb,False,0.022023809523809522,wt
484,black olives,Cerignola Black Olives,1 Each Approx. 0.5 lb.,$9.99/lb,False,0.022023809523809522,wt
485,black olives,Sliced Ripe Olives,2.25 oz.,$0.99*,True,0.015520282186948854,wt
486,black olives,"Medium Ripe Olives, Pitted",6 oz.,$1.39,False,0.00817166372721928,wt
487,mint,Fresh Mint,1 ea.,$1.99,False,1.99,whole
488,mint,Watermelon Mint Juice,14.5 fl. oz.,$6.00,False,0.01399367952141616,vol
489,mint,Mint Lemonade Kombucha,12 fl. oz.,$2.49,False,0.0070172472100101455,vol
490,mint,"Mint Lemonade Kombucha, FAMILY PACK",72 fl. oz.,$11.99,False,0.005631646187953256,vol
491,dark soy sauce,"Soy Sauce, Premium, Dark",16.9 fl. oz.,$3.99,False,0.007984263596760672,vol
492,dark soy sauce,"Soy Sauce, Superior Dark, Mushroom Flavored",16.9 fl. oz.,$2.99,False,0.005983195026143962,vol
493,red potatoes,Red Potatoes,5 lb.,$4.99,False,0.0022001763668430337,wt
494,red potatoes,Red Potatoes,3 lb.,$5.99,False,0.004401822457378013,wt
495,red potatoes,Red Potatoes,1 Each Approx. 0.5 lb.,$1.49/lb,False,0.003284832451499118,wt
496,red potatoes,Baby Red Potatoes,24 oz.,$3.99,False,0.005864197530864197,wt
497,chives,Fresh Chives,1 ea.,$1.99,False,1.99,whole
498,chives,Chives,0.25 oz.,$1.29,False,0.182010582010582,wt
499,chives,Bacon Chive Cheese Spread,1 Each Approx. 0.5 lb.,$8.99/lb,False,0.01981922398589065,wt
500,chives,"Cream Cheese, Chive & Onion",8 oz.,$1.99,False,0.008774250440917107,wt
501,vegetables,Veggie Tray with Ranch Dip,75 oz.,$14.99,False,0.007049970605526161,wt
502,vegetables,Cleaned and Cut Minestrone Soup Vegetables,16 oz.,$3.99,False,0.008796296296296297,wt
503,vegetables,Organic Zucchini Noodles,1 Package Approx. 1 lb.,$8.49/lb,False,0.018716931216931215,wt
504,vegetables,Vegetable Medley,10 oz.,$2.99,False,0.01054673721340388,wt
505,coarse kosher salt,"Kosher Salt, Coarse",3 lb.,$2.49,False,0.001829805996472663,wt
506,arborio rice,Arborio Rice,35 oz.,$4.79,False,0.004827412446460066,wt
507,arborio rice,"Rice, Arborio",32 oz.,$6.49,False,0.007153880070546737,wt
508,arborio rice,"Arborio Rice, Risotto",17.6 oz.,$3.99,False,0.007996632996632995,wt
509,arborio rice,"White Rice, Arborio",2 lb.,$5.99,False,0.0066027336860670196,wt
510,orange,"California Navel Oranges, FAMILY PACK",8 lb.,$7.99,False,0.0022018298059964725,wt
511,orange,"California Navel Oranges, FAMILY PACK",4 lb.,$5.99,False,0.0033013668430335098,wt
512,orange,"Valencia Oranges, Organic",64 oz.,$6.49,False,0.0035769400352733687,wt
513,orange,"Premium Orange Juice, Original, Pulp Free",59 fl. oz.,$4.49,False,0.002573611596728246,vol
514,plain yogurt,"Plain Nonfat Greek Yogurt, FAMILY PACK",32 oz.,$3.79,False,0.0041776895943562604,wt
515,plain yogurt,"Greek Yogurt, Plain",5.3 oz.,$1.00,False,0.006655352567302253,wt
516,plain yogurt,"Greek Yogurt, Plain, FAMILY PACK",32 oz.,$5.99,False,0.0066027336860670196,wt
517,plain yogurt,Plain Lowfat Yogurt,32 oz.,$1.99,False,0.002193562610229277,wt
518,linguine,Italian Classics Linguine,16 oz.,$1.99,False,0.004387125220458554,wt
519,linguine,Linguine Pasta,9 oz.,$2.99,False,0.01171859690378209,wt
520,linguine,Italian Classics Whole Wheat Linguine,16 oz.,$1.99,False,0.004387125220458554,wt
521,linguine,Linguine Pasta,16 oz.,$0.79,False,0.0017416225749559084,wt
522,peanuts,Creamy Peanut Butter,16 oz.,$4.99,False,0.011000881834215168,wt
523,peanuts,p.b. Creamy Peanut Butter Spread,16 oz.,$3.99,False,0.008796296296296297,wt
524,peanuts,"Creamy Peanut Butter, FAMILY PACK",80 oz.,$5.09,False,0.0022442680776014108,wt
525,peanuts,Crunchy Peanut Butter,16 oz.,$4.99,False,0.011000881834215168,wt
526,white bread,"White Bread Made With Whole Grain, FAMILY PACK",42 oz.,$2.99,False,0.0025111279079533047,wt
527,white bread,White Made With Oatmeal Sandwich Bread,20 oz.,$5.00,False,0.008818342151675485,wt
528,white bread,"White Made With Oatmeal Sandwich Bread, Half Loaf",10 oz.,$3.00,False,0.010582010582010581,wt
529,white bread,"Soft Made With Whole Wheat Honey Wheat Bread, FAMILY PACK",40 oz.,$2.99,False,0.00263668430335097,wt
530,fettuccine,Fettuccini Pasta,9 oz.,$2.99,False,0.01171859690378209,wt
531,fettuccine,Fettuccine Pasta,16 oz.,$0.79,False,0.0017416225749559084,wt
532,fettuccine,Fettuccine,16 oz.,$1.79,False,0.0039462081128747795,wt
533,fettuccine,"Pasta, Fettuccine",1 lb.,$1.49,False,0.003284832451499118,wt
534,sweet italian sausage,"Sausage, Sweet Italian Patties",1 Package Approx. 1.5 lb.,$4.49/lb,False,0.009898589065255732,wt
535,sweet italian sausage,"Links, Sweet Italian",1 Package Approx. 1.5 lb.,$4.49/lb,False,0.009898589065255732,wt
536,sweet italian sausage,"Sausage, Cured Beef, Sweet Italian",12 oz.,$7.99,False,0.023486184597295706,wt
537,firm tofu,Extra Firm Tofu,14 oz.,$1.79*,True,0.004509952128999748,wt
